time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,ofsted_inspection,number_of_2_year_olds,percentage_of_2_year_olds,number_of_3_4_year_olds,percentage_of_3_4_year_olds
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Matched Ofsted judgement,z,z,843,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Outstanding,z,z,223,26
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Good,z,z,605,72
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Requires improvement,z,z,15,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Inadequate,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,No match,z,z,18,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Total,z,z,1288,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Matched Ofsted judgement,z,z,1264,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Outstanding,z,z,430,34
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Good,z,z,793,63
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Requires improvement,z,z,37,3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Inadequate,z,z,4,0
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,No match,z,z,24,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Total,z,z,9443,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Matched Ofsted judgement,z,z,8494,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Outstanding,z,z,2617,31
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Good,z,z,5692,67
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Requires improvement,z,z,181,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Inadequate,z,z,4,0
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,No match,z,z,949,10
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Total,z,z,3186,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Matched Ofsted judgement,z,z,2911,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Outstanding,z,z,746,26
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Good,z,z,2022,69
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Requires improvement,z,z,121,4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Inadequate,z,z,22,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,No match,z,z,275,9
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Total,z,z,2147,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Matched Ofsted judgement,z,z,1980,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Outstanding,z,z,655,33
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Good,z,z,1282,65
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Requires improvement,z,z,32,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Inadequate,z,z,11,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,No match,z,z,167,8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Total,z,z,1537,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Matched Ofsted judgement,z,z,1372,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Outstanding,z,z,454,33
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Good,z,z,858,63
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Requires improvement,z,z,33,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Inadequate,z,z,27,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,No match,z,z,165,11
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Total,z,z,1425,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Matched Ofsted judgement,z,z,1086,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Outstanding,z,z,273,25
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Good,z,z,781,72
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Requires improvement,z,z,20,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Inadequate,z,z,12,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,No match,z,z,339,24
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Total,z,z,1807,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Matched Ofsted judgement,z,z,1668,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Outstanding,z,z,464,28
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Good,z,z,893,54
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Requires improvement,z,z,299,18
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Inadequate,z,z,12,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,No match,z,z,139,8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Total,z,z,1933,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Matched Ofsted judgement,z,z,1750,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Outstanding,z,z,375,21
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Good,z,z,1342,77
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Requires improvement,z,z,25,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Inadequate,z,z,8,0
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,No match,z,z,183,9
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Total,z,z,1244,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Matched Ofsted judgement,z,z,1136,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Outstanding,z,z,183,16
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Good,z,z,923,81
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Requires improvement,z,z,30,3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Inadequate,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,No match,z,z,108,9
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Total,z,z,2671,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Matched Ofsted judgement,z,z,2006,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Outstanding,z,z,536,27
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Good,z,z,1357,68
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Requires improvement,z,z,83,4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Inadequate,z,z,30,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,No match,z,z,665,25
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Total,z,z,1679,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Matched Ofsted judgement,z,z,1583,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Outstanding,z,z,249,16
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Good,z,z,1266,80
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Requires improvement,z,z,68,4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Inadequate,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,No match,z,z,96,6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Total,z,z,2227,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Matched Ofsted judgement,z,z,1987,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Outstanding,z,z,854,43
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Good,z,z,1035,52
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Requires improvement,z,z,81,4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Inadequate,z,z,17,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,No match,z,z,240,11
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Total,z,z,1771,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Matched Ofsted judgement,z,z,1297,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Outstanding,z,z,411,32
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Good,z,z,877,68
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Requires improvement,z,z,9,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Inadequate,z,z,0,0
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,No match,z,z,474,27
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Total,z,z,2575,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Matched Ofsted judgement,z,z,1531,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Outstanding,z,z,435,28
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Good,z,z,1064,69
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Requires improvement,z,z,29,2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Inadequate,z,z,3,0
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,No match,z,z,1044,41
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,30-hour entitlement,Total,z,z,2406,z
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,30-hour entitlement,Matched Ofsted judgement,z,z,2184,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,30-hour entitlement,Outstanding,z,z,565,26
