time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,elg_category,number_of_pupils,emerging_number,expected_number,exceeded_number,emerging_percent,expected_percent,exceeded_percent
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,Self confidence and self awareness,2807,230,1947,630,8,69,22
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,Self confidence and self awareness,2970,485,2042,443,16,69,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,Self confidence and self awareness,10305,1033,6981,2291,10,68,22
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,Self confidence and self awareness,5024,315,3402,1307,6,68,26
201819,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,Self confidence and self awareness,5281,718,3579,984,14,68,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,Self confidence and self awareness,15789,1826,10929,3034,12,69,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,Self confidence and self awareness,7603,568,5312,1723,7,70,23
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,Self confidence and self awareness,8186,1258,5617,1311,15,69,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,Self confidence and self awareness,20363,2134,14069,4160,10,69,20
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,Self confidence and self awareness,9902,646,6932,2324,7,70,23
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,Self confidence and self awareness,10461,1488,7137,1836,14,68,18
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,Self confidence and self awareness,27141,4472,19291,3378,16,71,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,Self confidence and self awareness,13184,1547,9662,1975,12,73,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Self confidence and self awareness,13957,2925,9629,1403,21,69,10
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Self confidence and self awareness,10212,1803,6947,1462,18,68,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Self confidence and self awareness,4993,579,3568,846,12,71,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Self confidence and self awareness,5219,1224,3379,616,23,65,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Self confidence and self awareness,11469,1796,8068,1605,16,70,14
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Self confidence and self awareness,5569,588,4072,909,11,73,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Self confidence and self awareness,5900,1208,3996,696,20,68,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Self confidence and self awareness,5270,689,3797,784,13,72,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Self confidence and self awareness,2554,212,1878,464,8,74,18
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Self confidence and self awareness,2716,477,1919,320,18,71,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Self confidence and self awareness,21432,3398,14665,3369,16,68,16
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Self confidence and self awareness,10474,1019,7421,2034,10,71,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Self confidence and self awareness,10958,2379,7244,1335,22,66,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Self confidence and self awareness,4434,707,3068,659,16,69,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Self confidence and self awareness,2172,219,1578,375,10,73,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Self confidence and self awareness,2262,488,1490,284,22,66,13
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Self confidence and self awareness,3002,395,2105,502,13,70,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Self confidence and self awareness,1413,153,1001,259,11,71,18
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Self confidence and self awareness,1589,242,1104,243,15,69,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Self confidence and self awareness,12048,2149,8431,1468,18,70,12
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Self confidence and self awareness,5889,762,4272,855,13,73,15
201819,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Self confidence and self awareness,6159,1387,4159,613,23,68,10
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Self confidence and self awareness,22487,4081,14694,3712,18,65,17
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Self confidence and self awareness,10973,1582,7286,2105,14,66,19
201819,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Self confidence and self awareness,11514,2499,7408,1607,22,64,14
201819,Academic year,National,E92000001,England,English as another language,English,Total,Self confidence and self awareness,500066,49641,351984,98441,10,70,20
201819,Academic year,National,E92000001,England,English as another language,English,Girls,Self confidence and self awareness,244135,15907,171695,56533,7,70,23
201819,Academic year,National,E92000001,England,English as another language,English,Boys,Self confidence and self awareness,255931,33734,180289,41908,13,70,16
201819,Academic year,National,E92000001,England,English as another language,Other than English,Total,Self confidence and self awareness,123805,20841,86655,16309,17,70,13
201819,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Self confidence and self awareness,60043,7062,43537,9444,12,73,16
201819,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Self confidence and self awareness,63762,13779,43118,6865,22,68,11
201819,Academic year,National,E92000001,England,English as another language,unclassified,Total,Self confidence and self awareness,15075,3153,9448,2474,21,63,16
201819,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Self confidence and self awareness,7343,1256,4707,1380,17,64,19
201819,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Self confidence and self awareness,7732,1897,4741,1094,25,61,14
201819,Academic year,National,E92000001,England,FSM,FSM,Total,Self confidence and self awareness,89742,17249,63293,9200,19,71,10
201819,Academic year,National,E92000001,England,FSM,FSM,Girls,Self confidence and self awareness,43796,5997,32273,5526,14,74,13
201819,Academic year,National,E92000001,England,FSM,FSM,Boys,Self confidence and self awareness,45946,11252,31020,3674,24,68,8
201819,Academic year,National,E92000001,England,FSM,All other pupils,Total,Self confidence and self awareness,549204,56386,384794,108024,10,70,20
201819,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Self confidence and self awareness,267725,18228,187666,61831,7,70,23
201819,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Self confidence and self awareness,281479,38158,197128,46193,14,70,16
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Self confidence and self awareness,217750,17870,141748,58132,8,65,27
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,Self confidence and self awareness,105754,5373,67668,32713,5,64,31
201819,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,Self confidence and self awareness,111996,12497,74080,25419,11,66,23
201819,Academic year,National,E92000001,England,Month of birth,Spring born,Total,Self confidence and self awareness,204940,22391,146343,36206,11,71,18
201819,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,Self confidence and self awareness,100062,7236,71891,20935,7,72,21
201819,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,Self confidence and self awareness,104878,15155,74452,15271,14,71,15
201819,Academic year,National,E92000001,England,Month of birth,Summer born,Total,Self confidence and self awareness,216256,33374,159996,22886,15,74,11
201819,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,Self confidence and self awareness,105705,11616,80380,13709,11,76,13
201819,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,Self confidence and self awareness,110551,21758,79616,9177,20,72,8
201819,Academic year,National,E92000001,England,SEN,All SEN,Total,Self confidence and self awareness,61237,31316,27819,2102,51,45,3
201819,Academic year,National,E92000001,England,SEN,All SEN,Girls,Self confidence and self awareness,18080,8237,9005,838,46,50,5
201819,Academic year,National,E92000001,England,SEN,All SEN,Boys,Self confidence and self awareness,43157,23079,18814,1264,53,44,3
201819,Academic year,National,E92000001,England,SEN,No identified SEN,Total,Self confidence and self awareness,564913,39358,412501,113054,7,73,20
201819,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,Self confidence and self awareness,287233,14783,207084,65366,5,72,23
201819,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,Self confidence and self awareness,277680,24575,205417,47688,9,74,17
201819,Academic year,National,E92000001,England,SEN,SEN support,Total,Self confidence and self awareness,50490,22079,26392,2019,44,52,4
201819,Academic year,National,E92000001,England,SEN,SEN support,Girls,Self confidence and self awareness,15075,5707,8567,801,38,57,5
201819,Academic year,National,E92000001,England,SEN,SEN support,Boys,Self confidence and self awareness,35415,16372,17825,1218,46,50,3
201819,Academic year,National,E92000001,England,SEN,SEN statement,Total,Self confidence and self awareness,10747,9237,1427,83,86,13,1
201819,Academic year,National,E92000001,England,SEN,SEN statement,Girls,Self confidence and self awareness,3005,2530,438,37,84,15,1
201819,Academic year,National,E92000001,England,SEN,SEN statement,Boys,Self confidence and self awareness,7742,6707,989,46,87,13,1
201819,Academic year,National,E92000001,England,SEN,unclassified,Total,Self confidence and self awareness,12796,2961,7767,2068,23,61,16
201819,Academic year,National,E92000001,England,SEN,unclassified,Girls,Self confidence and self awareness,6208,1205,3850,1153,19,62,19
201819,Academic year,National,E92000001,England,SEN,unclassified,Boys,Self confidence and self awareness,6588,1756,3917,915,27,59,14
201819,Academic year,National,E92000001,England, , ,Total,Managing feelings and behaviours,638946,80902,454440,103604,13,71,16
201819,Academic year,National,E92000001,England, , ,Girls,Managing feelings and behaviours,311521,24000,222883,64638,8,72,21
201819,Academic year,National,E92000001,England, , ,Boys,Managing feelings and behaviours,327425,56902,231557,38966,17,71,12
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Total,Managing feelings and behaviours,459403,53849,328655,76899,12,72,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Girls,Managing feelings and behaviours,224063,15717,160235,48111,7,72,21
201819,Academic year,National,E92000001,England,Ethnicity: major group,White,Boys,Managing feelings and behaviours,235340,38132,168420,28788,16,72,12
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Total,Managing feelings and behaviours,41685,5082,29473,7130,12,71,17
201819,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Girls,Managing feelings and behaviours,20335,1434,14472,4429,7,71,22
